Fri Jul  7 00:53:57 2023 | INFO  | loadConfig                               | Config loaded
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | SEGA 32X
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | ATARI 2600
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | ATARI 5200
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | ATARI 7800
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | INTELLIVISION
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | NEO GEO CD
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | PC ENGINE
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | PC ENGINE CD
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | PLAYSTATION
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Current exec ready
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | free as a bird 2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Executable set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Setting logo, background and system
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Set
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 1
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out2
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 3
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 4
Fri Jul  7 03:23:01 2023 | INFO  | initializeFonts                          | Fonts initialized
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 5
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 6
Fri Jul  7 03:23:01 2023 | INFO  | loadSections                             | Out 7
Fri Jul  7 03:23:01 2023 | INFO  | initialSetup2                            | Loading favorites
Fri Jul  7 03:23:01 2023 | INFO  | loadFavorites                            | Loaded favorites
Fri Jul  7 03:23:01 2023 | INFO  | initSuspendTimer                         | Suspend timer initialized
Fri Jul  7 03:23:01 2023 | INFO  | determineStartingScreen                  | Loading game list
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | NINTENDO 64
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | Should we skip this?
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | No, loading game list
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | Scanning directory
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | Processing files
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | All files loaded
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | The list needs to be sorted
Fri Jul  7 03:23:01 2023 | INFO  | loadGameList                             | Finished
Fri Jul  7 03:23:01 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Fri Jul  7 03:23:01 2023 | INFO  | determineStartingScreen                  | Found starting screen
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | getBatteryLevel
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | Battery charge: 99
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | Battery charging: 1
Fri Jul  7 03:23:01 2023 | INFO  | main                                     | Checking launch at boot
Fri Jul  7 03:23:01 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:01 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:01 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:01 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:01 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | getBatteryLevel
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | Battery charge: 99
Fri Jul  7 03:23:01 2023 | INFO  | Battery                                  | Battery charging: 1
Fri Jul  7 03:23:01 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:01 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:02 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:02 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:02 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:06 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:06 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:06 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:06 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:06 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:06 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:06 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:06 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:06 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:06 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:07 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:07 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:07 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:07 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:07 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:07 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:07 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:07 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:07 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:07 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:07 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:07 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:08 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:08 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:08 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:08 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:08 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:08 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:08 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:08 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:08 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:08 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:09 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:09 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:09 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:09 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:09 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:09 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:09 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:09 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:09 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:09 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:09 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:09 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:09 2023 | INFO  | setupDecorations                         | Decorations set
Fri Jul  7 03:23:09 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:09 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:09 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:10 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:10 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:10 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:10 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Fri Jul  7 03:23:10 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:10 2023 | INFO  | showCurrentGroup                         | Group displayed
Fri Jul  7 03:23:11 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Fri Jul  7 03:23:11 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:11 2023 | INFO  | showCurrentGroup                         | Group displayed
Fri Jul  7 03:23:12 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Fri Jul  7 03:23:12 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:12 2023 | INFO  | showCurrentGroup                         | Group displayed
Fri Jul  7 03:23:12 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:12 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:12 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:13 2023 | INFO  | rewindSection                            | Rewinding section
Fri Jul  7 03:23:13 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/psx/,/userdata/Roms/PS/ 
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/psx/
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/PS/
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/psx/ has 20 files
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | k is 1
Fri Jul  7 03:23:13 2023 | ERROR | scanDirectory                            | /userdata/Roms/PS/
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/PS/ has 0 files
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:13 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:13 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/dreamcast/ 
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/dreamcast/
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/dreamcast/ has 51 files
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:13 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/o2em/ 
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/o2em/
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:13 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/o2em/ has 258 files
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:13 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:14 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/nes/ 
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/nes/
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/nes/ has 2640 files
Fri Jul  7 03:23:14 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:14 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:14 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/FDS/ 
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/FDS/
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:14 2023 | ERROR | scanDirectory                            | /userdata/roms/FDS/
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/FDS/ has 0 files
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/snes/ 
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/snes/
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:14 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/snes/ has 852 files
Fri Jul  7 03:23:14 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:14 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:14 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directories /userdata/Roms/MSU1/ 
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/MSU1/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:15 2023 | ERROR | scanDirectory                            | /userdata/Roms/MSU1/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/MSU1/ has 0 files
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/sgb/,/userdata/Roms/SGB/ 
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/sgb/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/SGB/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/sgb/ has 167 files
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 1
Fri Jul  7 03:23:15 2023 | ERROR | scanDirectory                            | /userdata/Roms/SGB/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/SGB/ has 0 files
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:15 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/virtualboy,/userdata/Roms/VB/ 
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/virtualboy
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/VB/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/virtualboy has 1 files
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 1
Fri Jul  7 03:23:15 2023 | ERROR | scanDirectory                            | /userdata/Roms/VB/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/VB/ has 0 files
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/sg1000/,/userdata/Roms/SEGASGONE/ 
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/sg1000/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/Roms/SEGASGONE/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | DirCounter is 2
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 0
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/sg1000/ has 185 files
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | k is 1
Fri Jul  7 03:23:15 2023 | ERROR | scanDirectory                            | /userdata/Roms/SEGASGONE/
Fri Jul  7 03:23:15 2023 | INFO  | theSectionHasGames                       | Directory /userdata/Roms/SEGASGONE/ has 0 files
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:15 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:15 2023 | INFO  | rewindSection                            | Rewinding section
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Fri Jul  7 03:23:15 2023 | INFO  | drawRectangleToScreen                    | Filling
Fri Jul  7 03:23:15 2023 | INFO  | showConsole                              | Current console shown
Fri Jul  7 03:23:16 2023 | INFO  | performAction                            | Loading system background
Fri Jul  7 03:23:16 2023 | INFO  | performAction                            | Loading system picture
Fri Jul  7 03:23:16 2023 | INFO  | performAction                            | Loading game list
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | SGB
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Should we skip this?
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | No, loading game list
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Scanning directory
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Processing files
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | All files loaded
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Scanning directory
Fri Jul  7 03:23:16 2023 | ERROR | scanDirectory                            | /userdata/Roms/SGB/
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Processing files
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | All files loaded
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | The list needs to be sorted
Fri Jul  7 03:23:16 2023 | INFO  | loadGameList                             | Finished
Fri Jul  7 03:23:16 2023 | INFO  | updateScreen                             | Menu mode
Fri Jul  7 03:23:16 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Fri Jul  7 03:23:17 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Fri Jul  7 03:23:17 2023 | INFO  | drawGameList                             | Game list - Done
Fri Jul  7 03:23:17 2023 | INFO  | setupDecorations                         | Decorations set
