Sat Jul 15 01:08:14 2023 | INFO  | loadConfig                               | Config loaded
Sat Jul 15 01:08:34 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:34 2023 | INFO  | showCurrentGroup                         | Group displayed
Sat Jul 15 01:08:34 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {50,50,50}
Sat Jul 15 01:08:34 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:34 2023 | INFO  | showCurrentGroup                         | Group displayed
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | GAMES
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Current exec ready
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | free as a bird
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | free as a bird 2
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Executable set
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Setting logo, background and system
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Set
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | APPS
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Current exec ready
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | free as a bird
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | free as a bird 2
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Executable set
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Setting logo, background and system
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Set
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 1
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out2
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 3
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 4
Sat Jul 15 01:08:34 2023 | INFO  | initializeFonts                          | Fonts initialized
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 5
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 6
Sat Jul 15 01:08:34 2023 | INFO  | loadSections                             | Out 7
Sat Jul 15 01:08:34 2023 | INFO  | performGroupChoosingAction               | Loading system logo
Sat Jul 15 01:08:35 2023 | INFO  | performGroupChoosingAction               | Loading system background
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | GAMES
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Should we skip this?
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | No, loading game list
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Scanning directory
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Processing files
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | All files loaded
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Scanning directory
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Processing files
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | All files loaded
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | The list needs to be sorted
Sat Jul 15 01:08:35 2023 | INFO  | loadGameList                             | Finished
Sat Jul 15 01:08:35 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Sat Jul 15 01:08:35 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:35 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:35 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | Directories /userdata/system/.simplemenu/apps/ 
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/system/.simplemenu/apps/
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | k is 0
Sat Jul 15 01:08:35 2023 | INFO  | theSectionHasGames                       | Directory /userdata/system/.simplemenu/apps/ has 18 files
Sat Jul 15 01:08:35 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:35 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:35 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:36 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Sat Jul 15 01:08:36 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:36 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:36 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:36 2023 | INFO  | rewindSection                            | Rewinding section
Sat Jul 15 01:08:36 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:36 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:36 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:37 2023 | INFO  | rewindSection                            | Rewinding section
Sat Jul 15 01:08:37 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:37 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:37 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:38 2023 | INFO  | performAction                            | Loading game list
Sat Jul 15 01:08:38 2023 | INFO  | loadGameList                             | GAMES
Sat Jul 15 01:08:38 2023 | INFO  | loadGameList                             | Should we skip this?
Sat Jul 15 01:08:38 2023 | INFO  | loadGameList                             | Finished
Sat Jul 15 01:08:38 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:38 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:38 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:38 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:38 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:38 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:38 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:38 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:38 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:38 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:38 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:38 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:39 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:39 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:39 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:39 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:39 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:39 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:39 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:39 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:39 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:39 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:39 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:39 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:39 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:39 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:39 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:40 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:40 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:40 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:40 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:40 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:40 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:40 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:40 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:40 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:40 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:40 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:40 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:40 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:41 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:42 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:42 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:42 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:42 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:42 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sat Jul 15 01:08:42 2023 | INFO  | drawRectangleToScreen                    | Filling
Sat Jul 15 01:08:42 2023 | INFO  | showConsole                              | Current console shown
Sat Jul 15 01:08:42 2023 | INFO  | performAction                            | Loading game list
Sat Jul 15 01:08:42 2023 | INFO  | loadGameList                             | GAMES
Sat Jul 15 01:08:42 2023 | INFO  | loadGameList                             | Should we skip this?
Sat Jul 15 01:08:42 2023 | INFO  | loadGameList                             | Finished
Sat Jul 15 01:08:42 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:42 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:42 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:42 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:42 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:43 2023 | INFO  | executeCommand                           | Launching Game
Sat Jul 15 01:08:43 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Sat Jul 15 01:08:43 2023 | INFO  | executeCommand                           | #/
Sat Jul 15 01:08:43 2023 | INFO  | executeCommand                           | #
Sat Jul 15 01:08:43 2023 | INFO  | executeCommand                           | /userdata/roms/ports/ShovelKnight.sh
Sat Jul 15 01:08:48 2023 | INFO  | loadConfig                               | Config loaded
Sat Jul 15 01:08:48 2023 | INFO  | initializeDisplay                        | well...
Sat Jul 15 01:08:48 2023 | INFO  | initializeDisplay                        | maybe...
Sat Jul 15 01:08:48 2023 | INFO  | initializeDisplay                        | 640x480
Sat Jul 15 01:08:48 2023 | INFO  | initializeDisplay                        | Initialized Display
Sat Jul 15 01:08:48 2023 | INFO  | initializeFonts                          | Fonts initialized
Sat Jul 15 01:08:48 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Sat Jul 15 01:08:48 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Sat Jul 15 01:08:48 2023 | INFO  | checkThemes                              | Themes checked
Sat Jul 15 01:08:48 2023 | INFO  | loadLastState                            | Last state loaded
Sat Jul 15 01:08:48 2023 | INFO  | HW_Init                                  | HW Initialized
Sat Jul 15 01:08:48 2023 | INFO  | initialSetup                             | Setting CPU to base
Sat Jul 15 01:08:48 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Sat Jul 15 01:08:48 2023 | INFO  | setupKeys                                | Input successfully configured
Sat Jul 15 01:08:48 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Sat Jul 15 01:08:48 2023 | INFO  | checkIfDefault                           | Default state checked
Sat Jul 15 01:08:48 2023 | INFO  | main                                     | Setup 2
Sat Jul 15 01:08:48 2023 | INFO  | initialSetup2                            | Loading theme
Sat Jul 15 01:08:48 2023 | INFO  | initialSetup2                            | Loading section groups
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Entering
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sat Jul 15 01:08:48 2023 | INFO  | recursivelyScanDirectory                 | No entry
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loading group background
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loading group background
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loading group background
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loading group background
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loading group background
Sat Jul 15 01:08:48 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Sat Jul 15 01:08:48 2023 | INFO  | initialSetup2                            | Loading sections
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | GAMES
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | Current exec ready
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | free as a bird
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | free as a bird 2
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | Executable set
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | Setting logo, background and system
Sat Jul 15 01:08:48 2023 | INFO  | loadSections                             | Loading system logo
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Loading system background
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Loading system picture
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Set
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | APPS
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Current exec ready
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | free as a bird
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | free as a bird 2
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Executable set
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Set
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 1
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out2
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 3
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 4
Sat Jul 15 01:08:49 2023 | INFO  | initializeFonts                          | Fonts initialized
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 5
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 6
Sat Jul 15 01:08:49 2023 | INFO  | loadSections                             | Out 7
Sat Jul 15 01:08:49 2023 | INFO  | initialSetup2                            | Loading favorites
Sat Jul 15 01:08:49 2023 | INFO  | loadFavorites                            | Loaded favorites
Sat Jul 15 01:08:49 2023 | INFO  | initSuspendTimer                         | Suspend timer initialized
Sat Jul 15 01:08:49 2023 | INFO  | determineStartingScreen                  | Loading game list
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | GAMES
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Should we skip this?
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | No, loading game list
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Scanning directory
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Processing files
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | All files loaded
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Scanning directory
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Processing files
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | All files loaded
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | The list needs to be sorted
Sat Jul 15 01:08:49 2023 | INFO  | loadGameList                             | Finished
Sat Jul 15 01:08:49 2023 | ERROR | loadFavoritesSectionGameList             | Setting total pages
Sat Jul 15 01:08:49 2023 | INFO  | determineStartingScreen                  | Found starting screen
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | getBatteryLevel
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | Battery charge: 0
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | Battery charging: 1
Sat Jul 15 01:08:49 2023 | INFO  | main                                     | Checking launch at boot
Sat Jul 15 01:08:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:49 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:49 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:49 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:49 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | getBatteryLevel
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | Battery charge: 0
Sat Jul 15 01:08:49 2023 | INFO  | Battery                                  | Battery charging: 1
Sat Jul 15 01:08:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:49 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:49 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:49 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:49 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:08:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:08:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:08:49 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:08:49 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:49 2023 | INFO  | Battery                                  | getBatteryLevel
Sat Jul 15 01:09:49 2023 | INFO  | Battery                                  | Battery charge: 1
Sat Jul 15 01:09:49 2023 | INFO  | Battery                                  | Battery charging: 1
Sat Jul 15 01:09:49 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:51 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:09:51 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:09:51 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:09:51 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:53 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:53 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:09:53 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:09:53 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:09:53 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:53 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:53 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:09:53 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:09:53 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:09:53 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:54 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:54 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:09:54 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:09:54 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:09:54 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:54 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:54 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 15 01:09:54 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sat Jul 15 01:09:54 2023 | INFO  | drawGameList                             | Game list - Done
Sat Jul 15 01:09:54 2023 | INFO  | setupDecorations                         | Decorations set
Sat Jul 15 01:09:54 2023 | INFO  | updateScreen                             | Menu mode
Sat Jul 15 01:09:54 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sat Jul 1Sat Jul 15 01:43:33 2023 | INFO  | loadConfig                               | Config loaded
Sat Jul 15 01:43:33 2023 | INFO  | initializeDisplay                        | well...
Sat Jul 15 01:43:33 2023 | INFO  | initializeDisplay                        | maybe...
Sat Jul 15 01:43:34 2023 | INFO  | initializeDisplay                        | 640x480
Sat Jul 15 01:43:34 2023 | INFO  | initializeDisplay                        | Initialized Display
Sat Jul 15 01:43:34 2023 | INFO  | initializeFonts                          | Fonts initialized
Sat Jul 15 01:43:34 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Sat Jul 15 01:43:34 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Sat Jul 15 01:43:34 2023 | INFO  | checkThemes                              | Themes checked
Sat Jul 15 01:43:34 2023 | INFO  | loadLastState                            | Last state loaded
Sat Jul 15 01:43:34 2023 | INFO  | HW_Init                                  | HW Initialized
Sat Jul 15 01:43:34 2023 | INFO  | initialSetup                             | Setting CPU to base
Sat Jul 15 01:43:34 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Sat Jul 15 01:43:34 2023 | INFO  | setupKeys                                | Input successfully configured
Sat Jul 15 01:43:34 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Sat Jul 15 01:43:34 2023 | INFO  | checkIfDefault                           | Default state checked
Sat Jul 15 01:43:34 2023 | INFO  | main                                     | Setup 2
