Sun Jul  9 00:15:19 2023 | INFO  | loadConfig                               | Config loaded
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/gbc/ has 1698 files
Sun Jul  9 00:19:47 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sun Jul  9 00:19:47 2023 | INFO  | drawRectangleToScreen                    | Filling
Sun Jul  9 00:19:47 2023 | INFO  | showConsole                              | Current console shown
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/gba/ 
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/gba/
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | k is 0
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/gba/ has 10 files
Sun Jul  9 00:19:47 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sun Jul  9 00:19:47 2023 | INFO  | drawRectangleToScreen                    | Filling
Sun Jul  9 00:19:47 2023 | INFO  | showConsole                              | Current console shown
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/gameandwatch/ 
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/gameandwatch/
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | k is 0
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/gameandwatch/ has 1 files
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Directories /userdata/roms/gamegear/ 
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at /userdata/roms/gamegear/
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | Looking at (null)
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | DirCounter is 1
Sun Jul  9 00:19:47 2023 | INFO  | theSectionHasGames                       | k is 0
Sun Jul  9 00:19:48 2023 | INFO  | theSectionHasGames                       | Directory /userdata/roms/gamegear/ has 2642 files
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | Filling
Sun Jul  9 00:19:48 2023 | INFO  | showConsole                              | Current console shown
Sun Jul  9 00:19:48 2023 | INFO  | rewindSection                            | Rewinding section
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | Filling
Sun Jul  9 00:19:48 2023 | INFO  | showConsole                              | Current console shown
Sun Jul  9 00:19:48 2023 | INFO  | rewindSection                            | Rewinding section
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | 640 - 480 - 0 - 0 - {30,30,130}
Sun Jul  9 00:19:48 2023 | INFO  | drawRectangleToScreen                    | Filling
Sun Jul  9 00:19:48 2023 | INFO  | showConsole                              | Current console shown
Sun Jul  9 00:19:49 2023 | INFO  | performAction                            | Loading system background
Sun Jul  9 00:19:49 2023 | INFO  | performAction                            | Loading system picture
Sun Jul  9 00:19:49 2023 | INFO  | performAction                            | Loading game list
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | GAME BOY COLOR
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | Should we skip this?
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | No, loading game list
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | Scanning directory
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | Processing files
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | All files loaded
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | The list needs to be sorted
Sun Jul  9 00:19:49 2023 | INFO  | loadGameList                             | Finished
Sun Jul  9 00:19:49 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:49 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:49 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:49 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:49 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:50 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:50 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:50 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:50 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:50 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:50 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:50 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:50 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:50 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:50 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:51 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:51 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:51 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:51 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:51 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:51 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:51 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:51 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:51 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:51 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:52 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:52 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:52 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:52 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:52 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:52 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:52 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:52 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:52 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:52 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:53 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:53 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:53 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:53 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:53 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:53 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:53 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:53 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:53 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:53 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:54 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:54 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:54 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:54 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:54 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:54 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:54 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:54 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:54 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:54 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:55 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:55 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:55 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:55 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:55 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:56 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:56 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:56 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:56 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:56 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:56 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:56 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:56 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:56 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:56 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:57 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:57 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:57 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:57 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:57 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:57 2023 | INFO  | advancePage                              | Entering function
Sun Jul  9 00:19:57 2023 | INFO  | advancePage                              | Less or equal than total pages
Sun Jul  9 00:19:57 2023 | INFO  | advancePage                              | Normal paging
Sun Jul  9 00:19:57 2023 | INFO  | advancePage                              | Not at the last page
Sun Jul  9 00:19:57 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:57 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:57 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:57 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:57 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:58 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:58 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:58 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:58 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:58 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:19:59 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:19:59 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:19:59 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:19:59 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:19:59 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:00 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:00 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:00 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:00 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:00 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:00 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:00 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:00 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:00 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:00 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:01 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:01 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:01 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:01 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:01 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:02 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:02 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:02 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:02 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:02 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:03 2023 | INFO  | advancePage                              | Entering function
Sun Jul  9 00:20:03 2023 | INFO  | advancePage                              | Less or equal than total pages
Sun Jul  9 00:20:03 2023 | INFO  | advancePage                              | Normal paging
Sun Jul  9 00:20:03 2023 | INFO  | advancePage                              | Not at the last page
Sun Jul  9 00:20:03 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:03 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:03 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:03 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:03 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:03 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:03 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:03 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:03 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:03 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:04 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:04 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:04 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:04 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:04 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:05 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:05 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:05 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:05 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:05 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:06 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:06 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:06 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:06 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:06 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:07 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:07 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:07 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:07 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:07 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:07 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:07 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:07 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:08 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:08 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:08 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:08 2023 | INFO  | updateScreen                             | Menu mode
Sun Jul  9 00:20:08 2023 | INFO  | displayGamePictureInMenu                 | Displaying...
Sun Jul  9 00:20:08 2023 | INFO  | displayGamePictureInMenu                 | Displayed game picture
Sun Jul  9 00:20:08 2023 | INFO  | drawGameList                             | Game list - Done
Sun Jul  9 00:20:08 2023 | INFO  | setupDecorations                         | Decorations set
Sun Jul  9 00:20:09 2023 | INFO  | executeCommand                           | Launching Game
Sun Jul  9 00:20:09 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Sun Jul  9 00:20:09 2023 | INFO  | executeCommand                           | /userdata/system/.simplemenu/launchers/
Sun Jul  9 00:20:09 2023 | INFO  | executeCommand                           | gambatte_libretro
Sun Jul  9 00:20:09 2023 | INFO  | executeCommand                           | /userdata/roms/gbc/Legend of Zelda, The - Link's Awakening DX (U-ESP) (V1.2).zip
Sun Jul  9 00:20:48 2023 | INFO  | loadConfig                               | Config loaded
Sun Jul  9 00:20:48 2023 | INFO  | initializeDisplay                        | well...
Sun Jul  9 00:20:48 2023 | INFO  | initializeDisplay                        | maybe...
Sun Jul  9 00:20:48 2023 | INFO  | initializeDisplay                        | 640x480
Sun Jul  9 00:20:48 2023 | INFO  | initializeDisplay                        | Initialized Display
Sun Jul  9 00:20:48 2023 | INFO  | initializeFonts                          | Fonts initialized
Sun Jul  9 00:20:48 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Sun Jul  9 00:20:48 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Sun Jul  9 00:20:48 2023 | INFO  | checkThemes                              | Themes checked
Sun Jul  9 00:20:48 2023 | INFO  | loadLastState                            | Last state loaded
Sun Jul  9 00:20:48 2023 | INFO  | HW_Init                                  | HW Initialized
Sun Jul  9 00:20:48 2023 | INFO  | initialSetup                             | Setting CPU to base
Sun Jul  9 00:20:48 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Sun Jul  9 00:20:48 2023 | INFO  | setupKeys                                | Input successfully configured
Sun Jul  9 00:20:48 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Sun Jul  9 00:20:48 2023 | INFO  | checkIfDefault                           | Default state checked
Sun Jul  9 00:20:48 2023 | INFO  | main                                     | Setup 2
Sun Jul  9 00:20:48 2023 | INFO  | initialSetup2                            | Loading theme
Sun Jul  9 00:20:48 2023 | INFO  | initialSetup2                            | Loading section groups
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Entering
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:48 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Sun Jul  9 00:20:49 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Sun Jul  9 00:20:49 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Sun Jul  9 00:20:49 2023 | INFO  | recursivelyScanDirectory                 | No entry
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loading group background
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loading group background
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loading group background
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loading group background
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loading group background
Sun Jul  9 00:20:49 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Sun Jul  9 00:20:49 2023 | INFO  | initialSetup2                            | Loading sections
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | PSP
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Executable set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Out
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | NINTENDO DS
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Executable set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Out
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | GAME BOY
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Executable set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Out
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | GAME BOY COLOR
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Executable set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Loading system logo
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Loading system background
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Loading system picture
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Out
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | GAME BOY ADVANCE
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Executable set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Setting logo, background and system
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Set
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Out
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | GAME & WATCH
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | Current exec ready
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird
Sun Jul  9 00:20:49 2023 | INFO  | loadSections                             | free as a bird 2
