Tue Jul 11 01:19:59 2023 | INFO  | loadConfig                               | Config loaded
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:58 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:54:59 2023 | INFO  | recursivelyScanDirectory                 | No entry
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:54:59 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Tue Jul 11 02:54:59 2023 | INFO  | initialSetup2                            | Loading sections
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | GAMES
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Loading system logo
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Loading system background
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Loading system picture
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Set
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Out
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | APPS
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                             | Set
Tue Jul 11 02:54:59 2023 | INFO  | loadSections                    Tue Jul 11 02:55:00 2023 | INFO  | loadConfig                               | Config loaded
Tue Jul 11 02:55:00 2023 | INFO  | initializeDisplay                        | well...
Tue Jul 11 02:55:00 2023 | INFO  | initializeDisplay                        | maybe...
Tue Jul 11 02:55:00 2023 | INFO  | initializeDisplay                        | 640x480
Tue Jul 11 02:55:11 2023 | WARN  | sig_term_handler                         | Received SIGTERM
Tue Jul 11 02:55:11 2023 | INFO  | initializeDisplay                        | Initialized Display
Tue Jul 11 02:55:11 2023 | INFO  | initializeFonts                          | Fonts initialized
Tue Jul 11 02:55:11 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Tue Jul 11 02:55:11 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Tue Jul 11 02:55:11 2023 | INFO  | checkThemes                              | Themes checked
Tue Jul 11 02:55:11 2023 | INFO  | loadLastState                            | Last state loaded
Tue Jul 11 02:55:11 2023 | INFO  | HW_Init                                  | HW Initialized
Tue Jul 11 02:55:11 2023 | INFO  | initialSetup                             | Setting CPU to base
Tue Jul 11 02:55:11 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Tue Jul 11 02:55:11 2023 | INFO  | setupKeys                                | Input successfully configured
Tue Jul 11 02:55:11 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Tue Jul 11 02:55:11 2023 | INFO  | checkIfDefault                           | Default state checked
Tue Jul 11 02:55:11 2023 | INFO  | main                                     | Setup 2
Tue Jul 11 02:55:11 2023 | INFO  | initialSetup2                            | Loading theme
Tue Jul 11 02:55:11 2023 | INFO  | initialSetup2                            | Loading section groups
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Entering
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 02:55:11 2023 | INFO  | recursivelyScanDirectory                 | No entry
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 02:55:11 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Tue Jul 11 02:55:11 2023 | INFO  | initialSetup2                            | Loading sections
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | GAMES
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Loading system logo
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Loading system background
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Loading system picture
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Set
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Out
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | APPS
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 02:55:11 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 02:55:11 2023 | INFO  | loadSections       Tue Jul 11 13:10:46 2023 | INFO  | loadConfig                               | Config loaded
Tue Jul 11 13:10:46 2023 | INFO  | initializeDisplay                        | well...
Tue Jul 11 13:10:46 2023 | INFO  | initializeDisplay                        | maybe...
Tue Jul 11 13:10:46 2023 | INFO  | initializeDisplay                        | 640x480
Tue Jul 11 13:10:46 2023 | INFO  | initializeDisplay                        | Initialized Display
Tue Jul 11 13:10:46 2023 | INFO  | initializeFonts                          | Fonts initialized
Tue Jul 11 13:10:46 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Tue Jul 11 13:10:46 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Tue Jul 11 13:10:46 2023 | INFO  | checkThemes                              | Themes checked
Tue Jul 11 13:10:46 2023 | INFO  | loadLastState                            | Last state loaded
Tue Jul 11 13:10:46 2023 | INFO  | HW_Init                                  | HW Initialized
Tue Jul 11 13:10:46 2023 | INFO  | initialSetup                             | Setting CPU to base
Tue Jul 11 13:10:46 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Tue Jul 11 13:10:46 2023 | INFO  | setupKeys                                | Input successfully configured
Tue Jul 11 13:10:46 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Tue Jul 11 13:10:46 2023 | INFO  | checkIfDefault                           | Default state checked
Tue Jul 11 13:10:46 2023 | INFO  | main                                     | Setup 2
Tue Jul 11 13:10:46 2023 | INFO  | initialSetup2                            | Loading theme
Tue Jul 11 13:10:46 2023 | INFO  | initialSetup2                            | Loading section groups
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Entering
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 13:10:46 2023 | INFO  | recursivelyScanDirectory                 | No entry
Tue Jul 11 13:10:46 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 13:10:46 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 13:10:47 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 13:10:47 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 13:10:47 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 13:10:47 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Tue Jul 11 13:10:47 2023 | INFO  | initialSetup2                            | Loading sections
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | GAMES
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Loading system logo
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Loading system background
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Loading system picture
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Set
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Out
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | APPS
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                             | Set
Tue Jul 11 13:10:47 2023 | INFO  | loadSections                    Tue Jul 11 14:07:54 2023 | INFO  | loadConfig                               | Config loaded
Tue Jul 11 14:07:54 2023 | INFO  | initializeDisplay                        | well...
Tue Jul 11 14:07:54 2023 | INFO  | initializeDisplay                        | maybe...
Tue Jul 11 14:07:54 2023 | INFO  | initializeDisplay                        | 640x480
Tue Jul 11 14:07:54 2023 | INFO  | initializeDisplay                        | Initialized Display
Tue Jul 11 14:07:54 2023 | INFO  | initializeFonts                          | Fonts initialized
Tue Jul 11 14:07:54 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Tue Jul 11 14:07:54 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Tue Jul 11 14:07:54 2023 | INFO  | checkThemes                              | Themes checked
Tue Jul 11 14:07:54 2023 | INFO  | loadLastState                            | Last state loaded
Tue Jul 11 14:07:54 2023 | INFO  | HW_Init                                  | HW Initialized
Tue Jul 11 14:07:54 2023 | INFO  | initialSetup                             | Setting CPU to base
Tue Jul 11 14:07:54 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Tue Jul 11 14:07:54 2023 | INFO  | setupKeys                                | Input successfully configured
Tue Jul 11 14:07:54 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Tue Jul 11 14:07:54 2023 | INFO  | checkIfDefault                           | Default state checked
Tue Jul 11 14:07:54 2023 | INFO  | main                                     | Setup 2
Tue Jul 11 14:07:54 2023 | INFO  | initialSetup2                            | Loading theme
Tue Jul 11 14:07:54 2023 | INFO  | initialSetup2                            | Loading section groups
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Entering
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.png
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.png
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.png
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.ini
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/home computers.ini
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.ini
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/arcades.ini
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/consoles.ini
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/handhelds.png
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | It's a file
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/apps and games.png
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | Read dir
Tue Jul 11 14:07:54 2023 | INFO  | recursivelyScanDirectory                 | No entry
Tue Jul 11 14:07:54 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 14:07:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 14:07:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 14:07:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 14:07:55 2023 | INFO  | loadSectionGroups                        | Loading group background
Tue Jul 11 14:07:55 2023 | INFO  | loadSectionGroups                        | Loaded section groups
Tue Jul 11 14:07:55 2023 | INFO  | initialSetup2                            | Loading sections
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | GAMES
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Loading system logo
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Loading system background
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Loading system picture
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Set
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Out
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | APPS
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Current exec ready
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | free as a bird
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | free as a bird 2
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Executable set
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Setting logo, background and system
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                             | Set
Tue Jul 11 14:07:55 2023 | INFO  | loadSections                    Tue Jul 11 14:26:23 2023 | INFO  | loadConfig                               | Config loaded
Tue Jul 11 14:26:23 2023 | INFO  | initializeDisplay                        | well...
Tue Jul 11 14:26:23 2023 | INFO  | initializeDisplay                        | maybe...
Tue Jul 11 14:26:23 2023 | INFO  | initializeDisplay                        | 640x480
Tue Jul 11 14:26:23 2023 | INFO  | initializeDisplay                        | Initialized Display
Tue Jul 11 14:26:23 2023 | INFO  | initializeFonts                          | Fonts initialized
Tue Jul 11 14:26:23 2023 | INFO  | initializeSettingsFonts                  | Initializing Settings Fonts
Tue Jul 11 14:26:23 2023 | INFO  | initializeSettingsFonts                  | Settings Fonts initialized
Tue Jul 11 14:26:23 2023 | INFO  | checkThemes                              | Themes checked
Tue Jul 11 14:26:23 2023 | INFO  | loadLastState                            | Last state loaded
Tue Jul 11 14:26:23 2023 | INFO  | HW_Init                                  | HW Initialized
Tue Jul 11 14:26:23 2023 | INFO  | initialSetup                             | Setting CPU to base
Tue Jul 11 14:26:23 2023 | INFO  | setCPU                                   | CPU speed set: 1008000
Tue Jul 11 14:26:23 2023 | INFO  | setupKeys                                | Input successfully configured
Tue Jul 11 14:26:23 2023 | INFO  | setupJoystick                            | Joystick successfully configured
Tue Jul 11 14:26:23 2023 | INFO  | checkIfDefault                           | Default state checked
Tue Jul 11 14:26:23 2023 | INFO  | main                                     | Setup 2
Tue Jul 11 14:26:23 2023 | INFO  | initialSetup2                            | Loading theme
Tue Jul 11 14:26:23 2023 | INFO  | initialSetup2                            | Loading section groups
Tue Jul 11 14:26:23 2023 | INFO  | recursivelyScanDirectory                 | Entering
Tue Jul 11 14:26:23 2023 | INFO  | recursivelyScanDirectory                 | /userdata/system/.simplemenu/section_groups/
